epoch,train_loss,val_loss,val_acc,train_acc
147,0.6533786654472351,0.8103482127189636,0.7108424305915833,
148,0.6540400385856628,0.8105643391609192,0.7110863327980042,
149,0.6551017761230469,0.8112820386886597,0.7113227844238281,
150,0.6525182723999023,0.8102006316184998,0.7115558385848999,
151,0.6533007621765137,0.8070629835128784,0.7117942571640015,
152,0.6542432904243469,0.8116288781166077,0.7120236158370972,
153,0.6538774967193604,0.8085103631019592,0.7122480273246765,
154,0.6519796848297119,0.8112888932228088,0.7124685645103455,
155,0.653681755065918,0.8105812072753906,0.7126888632774353,
156,0.6520871520042419,0.8107612729072571,0.7129010558128357,
157,0.6530686616897583,0.8095399737358093,0.7131153345108032,
158,0.653312623500824,0.8113905787467957,0.7133253216743469,
159,0.6542319059371948,0.8079105615615845,0.713539183139801,
160,0.6529204845428467,0.8098768591880798,0.7137480974197388,
161,0.6527292728424072,0.8073935508728027,0.7139562368392944,
162,0.6532043814659119,0.8077844381332397,0.714160144329071,
163,0.6524073481559753,0.8096029162406921,0.7143617868423462,
164,0.6536469459533691,0.809486448764801,0.7145598530769348,
165,0.6516905426979065,0.8084489703178406,0.7147553563117981,
166,0.6527330279350281,0.8082901239395142,0.7149525284767151,
167,0.6537208557128906,0.8078955411911011,0.7151476144790649,
168,0.6519613265991211,0.808599591255188,0.7153376936912537,
169,0.652940571308136,0.80931156873703,0.71552574634552,
170,0.6520163416862488,0.8094698786735535,0.7157113552093506,
171,0.6514278650283813,0.8090553879737854,0.7158950567245483,
172,0.6519569158554077,0.807712972164154,0.716076672077179,
173,0.6530154347419739,0.8095987439155579,0.7162564396858215,
174,0.6514378190040588,0.8104282021522522,0.7164316177368164,
175,0.6517670154571533,0.8087961077690125,0.7166086435317993,
176,0.6520232558250427,0.8094210028648376,0.7167814373970032,
177,0.6508240103721619,0.8074658513069153,0.7169550061225891,
178,0.6525068879127502,0.8082423806190491,0.7171262502670288,
179,0.6516536474227905,0.8084797859191895,0.7172945737838745,
180,0.6519427299499512,0.8080397844314575,0.7174621820449829,
181,0.6502901911735535,0.8076044321060181,0.7176269888877869,
182,,,,
