epoch,train_loss,val_loss,train_acc,val_acc
0,1.5010306652688654,1.416160556742854,0.5417703795892969,0.5605232398239824
1,1.0568627348284434,1.2566803473450563,0.6729603395301804,0.6122112211221122
2,0.9548156620481404,1.1759425446276357,0.6998738429527069,0.6391639163916392
3,0.901560319159887,1.1277755108078975,0.7143442264312383,0.6535512926292629
4,0.867143975516321,1.0891483140857303,0.7235580662725576,0.6622060643564357
5,0.8423422649178212,1.070353192005745,0.7302195959085253,0.6687981298129813
6,0.8233003996141074,1.0425694071420348,0.735822524502178,0.6756738173817382
7,0.8081564075025477,1.03240265009558,0.740268405802738,0.6771606848184818
8,0.795651686436357,1.0163345934271943,0.7435256397790915,0.6826010726072608
9,0.7851048224300202,1.0083783306960097,0.7465227811916615,0.6825409103410341
10,0.7759721772820593,0.9877969912110908,0.7491577376322339,0.6883336771177118
11,0.7680812162424216,0.9901634745865372,0.7514694014467953,0.6888321644664467
12,0.7611313530504147,0.9786582121623494,0.7533532494555072,0.691161303630363
13,0.7549565996378939,0.972782321495585,0.7551714666303672,0.6937310918591859
14,0.7494733211559469,0.9698064803946004,0.756819529791537,0.695630500550055
15,0.7444414020178106,0.966649227082008,0.7581686080429372,0.6948827695269527
16,0.7398855520392621,0.9613525637961324,0.7595334863098943,0.6978479097909791
17,0.7357602076049762,0.9484397072275348,0.7608205798848786,0.7005036441144115
18,0.7318319453537353,0.954884923527343,0.7620663503422527,0.6988964521452146
19,0.7283673274568986,0.9479288548001624,0.7629839666303672,0.701371699669967
20,0.7249381784036728,0.9306273738739907,0.7642503986465463,0.7057807343234324
21,0.7218021293493555,0.9445153833484756,0.7649443839452396,0.702789810231023
22,0.7189511499867798,0.9291893456897587,0.7659337079962664,0.7074223047304731
23,0.7162169772939201,0.9313612918649176,0.7665705701617922,0.7061417079207921
24,0.7136323697164924,0.926519162256201,0.7672767093186061,0.7065628437843784
25,0.7113207810475505,0.9198853523686644,0.7681056024424393,0.7091068481848185
26,0.7089886171297027,0.913396511665403,0.7686160644835096,0.7091498212321232
27,0.7068368083361001,0.9257376271702668,0.7694546806938395,0.7084794416941694
28,0.7047267037663463,0.906073120265904,0.7698922195861855,0.7134299367436744
29,0.7028291187971811,0.9248033014789012,0.7705205740510268,0.7094248487348734
30,0.7008977250868887,0.9162101143329712,0.7710954515401369,0.711255500550055
31,0.6992086001116071,0.9171461339699816,0.7717055752177971,0.7110062568756875
32,0.697380356856882,0.9107995201783344,0.7722123911014313,0.7130775577557755
33,0.6956428694443147,0.9170818127880264,0.7726681607809583,0.7121665291529153
34,0.6942512884448608,0.9013668267574771,0.7729622841474798,0.7157075082508251
35,0.6926840163567975,0.9040794559109984,0.7734071153546982,0.7149425880088008
36,0.6911890259720779,0.9128134521779708,0.7738641004200373,0.713318206820682
37,0.6899013404677058,0.9112616974462902,0.7742943469975109,0.7140745324532454
38,0.6886210949731006,0.8980129054932967,0.7747829320939639,0.7170310781078107
39,0.687283948592392,0.902771617254146,0.7751341785936527,0.7164380500550055
40,0.6860257930909912,0.8976457738968143,0.7755984559738643,0.7158020489548955
41,0.6847997730239698,0.9082987338993024,0.7761721180771625,0.7147792904290429
42,0.6836564541233944,0.8927181627359589,0.7763811644368388,0.7178561606160616
43,0.6826319557283707,0.8902303791216629,0.7766278877566895,0.7187070269526953
44,0.6814811615077472,0.8892833351170925,0.7769706265556938,0.7195063256325632
45,0.6806298871179804,0.8901412319822279,0.7774361193217175,0.7178303767876788
46,0.679554160923118,0.9085510826543612,0.7774482731798382,0.7140573432343235
47,0.6785696153694157,0.8956410338317338,0.777730242688239,0.7190937843784379
48,0.6775694554758577,0.8985360702141152,0.778068119943995,0.7161802117711771
49,0.6766679901177645,0.8911217125204399,0.7784497510889857,0.7195149202420242
50,0.6758521828654396,0.8957271260855877,0.7788350283914126,0.7177702145214522
51,0.6748191601531285,0.8907818835888497,0.7789492746577473,0.7191625412541254
52,0.6741082012912986,0.8837765072635299,0.7791850595052894,0.7203657865786579
53,0.673331976901246,0.8972690788694997,0.7793941058649658,0.716197400990099
54,0.6727089002107194,0.8843146920925451,0.7795047059738643,0.7207267601760176
55,0.6719218435017456,0.8930857249415747,0.7797696600808961,0.7168591859185919
56,0.6711131549059566,0.8783642054587701,0.7799410294803982,0.7216807618261826
57,0.6702776136202477,0.8969953393254212,0.7803639837429994,0.7189906490649065
58,0.6696164072783897,0.8979847128897479,0.7804648607654013,0.7193344334433444
59,0.6690289536543195,0.8874986513350794,0.7808343380522713,0.7196094609460946
60,0.6682357788085938,0.8810608546660416,0.7808720150124455,0.7226863311331133
61,0.6675793452891936,0.880220979681634,0.7810567536558806,0.7225402227722773
62,0.6669495062718276,0.887062325008107,0.781333861621033,0.7210619499449945
63,0.6663567142673509,0.8656313577697615,0.7815258925793404,0.7242333608360836
64,0.6657497913257335,0.8799590686432468,0.7817665389701307,0.7223425467546755
65,0.6651725136276796,0.8866779399980412,0.7819658622433105,0.721783897139714
66,0.6646212227387538,0.883265301273732,0.7820959085252023,0.7219128162816282
67,0.6640077054537671,0.8873989588618935,0.7820472930927194,0.7209674092409241
68,0.6634615763196607,0.8863334822969469,0.7822855087118855,0.721629194169417
69,0.6628913540015253,0.8789500388244067,0.7825589705196018,0.7228410341034104
70,0.6624219129006909,0.8745979525730817,0.7827497860920971,0.7240700632563256
71,0.6620014306915867,0.8807616182024067,0.782867678515868,0.7227550880088008
72,0.6613410585551212,0.8740083112640612,0.7831569403391413,0.7243536853685368
73,0.660859159638441,0.8707974349508191,0.7831058941350342,0.7273360148514851
74,0.6604665813419339,0.876850590913078,0.7833246635812072,0.7242161716171617
75,0.6600503163005376,0.8785950010693637,0.783505756067206,0.7213885451045104
76,0.6594747704011577,0.8751618810350483,0.783420679060361,0.7237606573157316
77,0.6591206713722741,0.8639434642917646,0.7835920484598631,0.7268031490649065
78,0.6587890301272968,0.8828658928113147,0.7836734793092719,0.7218956270627063
79,0.6581940351989451,0.8764142005553733,0.7840162181082763,0.7243708745874587
80,0.657784771422236,0.8783015677309928,0.7841888028935905,0.7245685506050605
81,0.6574045711967169,0.8670411962028122,0.7843127722464219,0.7256686606160616
82,0.6568641115881748,0.8711449872739244,0.7844294492843809,0.7259436881188119
83,0.6566006550524794,0.8751496702793277,0.7844221569695085,0.7235457920792079
84,0.6562143398800027,0.8753376292316827,0.7845801571250778,0.724156009350935
85,0.6558771295138005,0.8664825204247557,0.7847600342252644,0.7271383388338833
86,0.6554792221095448,0.8768633973873882,0.7848815728064716,0.7257288228822882
87,0.6551302220781323,0.8661979846369446,0.7848050035003111,0.7272156903190319
88,0.6547415906328108,0.8749572993373976,0.7848815728064716,0.7244654152915292
89,0.6544566915950645,0.8748578215786332,0.7851586807716241,0.7246201182618262
90,0.6540440141079066,0.8658260866032444,0.7854017579340385,0.7266484460946094
91,0.6537727055597098,0.8566280713569213,0.7852376808494088,0.7292010451045104
92,0.6534197396867084,0.8657785083594496,0.7853798809894212,0.7274907178217822
93,0.6531825367159627,0.8676099013639624,0.7854199887212197,0.7286853685368537
94,0.6529136174720641,0.8626770637478635,0.7854771118543871,0.7279806105610561
95,0.6524895185183944,0.8725176086061203,0.7857043890012445,0.725754606710671
96,0.6521728134481671,0.8715199385211282,0.7857396351897946,0.7246888751375138
97,0.6518917279207862,0.8681644200950828,0.7859584046359677,0.7270867711771177
98,0.6516586706441014,0.8733639847261808,0.7860130969975109,0.7263132563256326
99,0.6512724954516679,0.8769239463297316,0.7860665739732421,0.7254623899889989
100,0.651107348116867,0.864994007926045,0.7861747433105165,0.7267343921892189
101,0.6507386558161216,0.862944481986584,0.7863266665370255,0.7282298542354235
102,0.6505319814023277,0.8617947257981442,0.7863084357498444,0.7292955858085809
103,0.6501482209212749,0.864870836042335,0.786402020457374,0.7274133663366337
104,0.6500771853518768,0.8665316113085374,0.7865332821250778,0.7281696919691969
105,0.6496697249958511,0.8700761971759586,0.7866536053204729,0.7276454207920792
106,0.649384134403281,0.8609726013916947,0.7867411130989421,0.7283501787678768
107,0.6491786199618959,0.8644977050318052,0.7869367902146858,0.7284361248624862
108,0.6490014092701151,0.8595233991070025,0.7868650824517734,0.7293729372937293
109,0.6486406860028132,0.8546764595870531,0.786889390168015,0.7306191556655666
110,0.64843402924416,0.865011129901223,0.787228482809583,0.7282126650165016
111,0.6481704642554582,0.8571067501609475,0.7871822981487243,0.7302753712871287
112,0.6480414976076673,0.8613565892669628,0.786957451773491,0.7308512101210121
113,0.6478114150738078,0.8524369316460407,0.7872807443995021,0.7316505088008801
114,0.6475362034784613,0.8592555701273634,0.7874010675948974,0.7281868811881188
115,0.6474618661752308,0.8722687776070355,0.7871470519601742,0.7287713146314632
116,0.6471407883420967,0.8624394742896979,0.787444821484132,0.726227310231023
117,0.6469558334973708,0.8602824773069787,0.7874095752955819,0.7281439081408141
118,0.6468402185867348,0.866299751043582,0.78747885228687,0.7282642326732673
